SESSIONID,PREVSESSIONID,LICENSEPLATE,CARPARKNUMBER,VEHICLETYPE,LABEL_TYPE,TRANSACTION_TYPE,SESSIONSTART,SESSIONEND,TOTAL_CHARGE,DURATION,FIRST_ADVISORY_SENT_AT,FINAL_ADVISORY_SENT_AT,PAYMENT_STATUS,BILLINGID,PAYMENTID,TXN_STATUS,PATCH_STATUS,REDEMPTION,EFFECTIVE_CHARGE,REDEMPTION_TYPE
0PL80-E-00002-20211213062819,null,SLM6315S,PL80,C,SHORT TERM,LPRS,13/12/2021 06:28:19,13/12/2021 06:30:24,0,2,"","",,"","",ENDED,,0,0,
0PL81-E-00001-20211213062540,null,PC1997L,PL81,C,SHORT TERM,LPRS,13/12/2021 06:25:40,13/12/2021 06:30:28,0,5,"","",,"","",ENDED,,0,0,
0PL81-L-00030-20211213064607,0PL81-L-00030-20211213064245,GBJ4780D,PL81,C,SHORT TERM,LPRS,13/12/2021 06:46:07,13/12/2021 06:48:41,0,2,"","",,"","",ENDED,,0,0,
0PL80-L-00239-20211213024747,0PL80-L-00239-20211212202553,SND1695B,PL80,C,season_W,LPRS,13/12/2021 02:47:47,13/12/2021 07:25:05,0,278,"","",,"","",ENDED,,0,0,
0PL80-E-00002-20211213000036,null,SMK5252U,PL80,C,SHORT TERM,LPRS,13/12/2021 00:00:36,13/12/2021 07:38:06,5.75999999999999979,458,"","",,"","",ENDED,,0,0,
0PL81-E-00001-20211213075145,null,SHA2412G,PL81,C,SHORT TERM,LPRS,13/12/2021 07:51:45,13/12/2021 07:51:45,0,0,"","",FC_WAIVED,"","",ENDED,,0,0,
0PL81-E-00001-20211213073401,null,SLK1480R,PL81,C,season_W,PHDB,13/12/2021 07:34:01,13/12/2021 07:38:58,0,4,"","",,"","",EXITED,,0,0,
0PL81-E-00001-20211213074053,null,GBF4939K,PL81,C,SHORT TERM,LPRS,13/12/2021 07:40:53,13/12/2021 07:58:20,0,18,"","",,"","",ENDED,,0,0,
0PL80-E-00003-20211213071954,null,SMK8372L,PL80,C,season_W,PHDB,13/12/2021 07:19:54,13/12/2021 07:53:08,0,34,"","",,"","",EXITED,,0,0,
0PL80-L-00785-20211213015718,0PL80-E-00002-20211213015541,SLM7589L,PL80,C,season_W,LPRS,13/12/2021 01:57:18,13/12/2021 08:12:36,0,375,"","",,"","",ENDED,,0,0,
0PL80-E-00004-20211213075019,null,SJD1914S,PL80,C,season_W,LPRS,13/12/2021 07:50:19,13/12/2021 09:07:40,0,77,"","",,"","",ENDED,,0,0,
0PL81-E-00001-20211213023656,null,SMT3747A,PL81,C,season_W,PHDB,13/12/2021 02:36:56,13/12/2021 08:53:50,0,377,"","",,"","",EXITED,,0,0,
0PL81-E-00001-20211213001712,null,SNB9163C,PL81,C,season_W,LPRS,13/12/2021 00:17:12,13/12/2021 09:58:03,0,581,"","",,"","",ENDED,,0,0,
0PL80-L-00675-20211213080653,0PL80-E-00003-20211212211227,SGQ2950Y,PL80,C,season_W,LPRS,13/12/2021 08:06:53,13/12/2021 11:28:14,0,202,"","",,"","",ENDED,,0,0,
0PL81-L-00070-20211213072409,0PL81-E-00001-20211213072255,SMX6609A,PL81,C,season_W,PHDB,13/12/2021 07:24:09,13/12/2021 17:58:56,0,634,"","",,"","",EXITED,,0,0,
0PL81-L-00338-20211213004557,null,SGU7867B,PL81,C,season_W,PHDB,13/12/2021 00:45:57,13/12/2021 18:55:47,0,1090,"","",,"","",EXITED,,0,0,
0PL80-E-00001-20211213000502,null,SHB5599B,PL80,C,SHORT TERM,LPRS,13/12/2021 00:05:02,13/12/2021 00:07:10,0,2,"","",,"","",ENDED,,0,0,
0PL81-L-00030-20211213001303,0PL81-L-00030-20211212220546,GBJ4780D,PL81,C,SHORT TERM,LPRS,13/12/2021 00:13:03,13/12/2021 00:13:24,0,0,"","",,"","",ENDED,,0,0,
0PL81-L-00030-20211213001434,0PL81-L-00030-20211213001334,GBJ4780D,PL81,C,SHORT TERM,LPRS,13/12/2021 00:14:34,13/12/2021 00:14:55,0,0,"","",,"","",ENDED,,0,0,
0PL81-L-00030-20211213002845,0PL81-L-00030-20211213002759,GBJ4780D,PL81,C,SHORT TERM,LPRS,13/12/2021 00:28:45,13/12/2021 00:29:10,0,1,"","",,"","",ENDED,,0,0,
0PL81-L-00330-20211213003009,0PL81-L-000W1-20211213002102,GBH6120G,PL81,C,season_W,LPRS,13/12/2021 00:30:09,13/12/2021 00:30:13,0,0,"","",,"","",ENDED,,0,0,
0PL81-L-00030-20211213004957,0PL81-L-00030-20211213004920,GBJ4780D,PL81,C,SHORT TERM,LPRS,13/12/2021 00:49:57,13/12/2021 00:50:55,0,1,"","",,"","",ENDED,,0,0,
0PL81-E-00001-20211213005115,null,SMZ535H,PL81,C,SHORT TERM,LPRS,13/12/2021 00:51:15,13/12/2021 00:53:27,0,2,"","",,"","",ENDED,,0,0,
0PL81-L-00030-20211213011248,0PL81-L-00030-20211213011222,GBJ4780D,PL81,C,SHORT TERM,LPRS,13/12/2021 01:12:48,13/12/2021 01:20:05,0,8,"","",,"","",ENDED,,0,0,
0PL80-L-00481-20211213004541,null,SJM6052Z,PL80,C,season_W,PHDB,13/12/2021 00:45:41,13/12/2021 01:32:08,0,47,"","",,"","",FORCE EXITED,,0,0,
0PL80-E-00002-20211213012219,null,SHD3512D,PL80,C,season_W,LPRS,13/12/2021 01:22:19,13/12/2021 04:58:48,0,216,"","",,"","",ENDED,,0,0,
0PL80-E-00004-20211213011018,null,SLD9120P,PL80,C,SHORT TERM,LPRS,13/12/2021 01:10:18,13/12/2021 01:45:27,0.699999999999999956,35,2021-12-13,"",UNPAID,"","",ENDED,,0,0.699999999999999956,
0PL80-E-00001-20211213012954,null,JSL2199,PL80,C,SHORT TERM,LPRS,13/12/2021 01:29:54,13/12/2021 02:05:19,0.719999999999999973,36,2021-12-13,"",UNPAID_M,"","",ENDED,,0,0.719999999999999973,
0PL81-E-00001-20211213043253,null,SKU5818J,PL81,C,SHORT TERM,LPRS,13/12/2021 04:32:53,13/12/2021 04:34:32,0,2,"","",,"","",ENDED,,0,0,
0PL81-L-00152-20211213053403,null,SMX7096Y,PL81,C,season_W,LPRS,13/12/2021 05:34:03,13/12/2021 05:34:15,0,0,"","",,"","",ENDED,,0,0,
0PL81-L-00032-20211213064607,0PL81-L-00032-20211213064251,SMG7914B,PL81,C,season_W,PHDB,13/12/2021 06:46:07,13/12/2021 06:58:29,0,12,"","",,"","",FORCE EXITED,,0,0,
0PL81-L-00152-20211213053526,0PL81-L-00152-20211213053403,SMX7096Y,PL81,C,season_W,LPRS,13/12/2021 05:35:26,13/12/2021 05:35:37,0,0,"","",,"","",ENDED,,0,0,
0PL80-L-00476-20211213055627,null,SMR9917Y,PL80,C,season_W,LPRS,13/12/2021 05:56:27,13/12/2021 06:01:32,0,5,"","",,"","",ENDED,,0,0,
0PL81-L-00154-20211213053417,0PL81-L-00154-20211213035031,SJV2195Z,PL81,C,season_W,PHDB,13/12/2021 05:34:17,13/12/2021 05:35:18,0,1,"","",,"","",FC EXITED,,0,0,
0PL80-E-00001-20211213062751,null,SLJ7767E,PL80,C,SHORT TERM,LPRS,13/12/2021 06:27:51,13/12/2021 06:30:00,0,3,"","",,"","",ENDED,,0,0,
0PL81-E-00001-20211213072636,null,GBF4070R,PL81,C,season_W,LPRS,13/12/2021 07:26:36,13/12/2021 07:26:36,0,0,"","",FC_WAIVED,"","",ENDED,,0,0,
0PL80-L-00H12-20211213071518,null,SHD5295S,PL80,C,SHORT TERM,PHDB,13/12/2021 07:15:18,13/12/2021 07:15:36,0,0,"","",,"","",EXITED,,0,0,
0PL80-L-00578-20211213050507,null,SJG9629Y,PL80,C,season_W,PHDB,13/12/2021 05:05:07,13/12/2021 07:04:57,0,119,"","",,"","",EXITED,,0,0,
0PL81-E-00001-20211213070356,null,SLU8749T,PL81,C,SHORT TERM,LPRS,13/12/2021 07:03:56,13/12/2021 07:09:30,0,6,"","",,"","",ENDED,,0,0,
0PL80-L-00198-20211213071247,null,SLP8850J,PL80,C,season_W,PHDB,13/12/2021 07:12:47,13/12/2021 07:12:47,0,0,"","",FC_WAIVED,"","",FC EXITED,,0,0,
0PL80-L-00476-20211213072016,null,SMR9917Y,PL80,C,season_W,LPRS,13/12/2021 07:20:16,13/12/2021 07:22:31,0,2,"","",,"","",ENDED,,0,0,
0PL80-E-00002-20211213071804,null,GV9031C,PL80,C,SHORT TERM,LPRS,13/12/2021 07:18:04,13/12/2021 07:30:51,0,12,"","",,"","",ENDED,,0,0,
0PL81-E-00001-20211213073313,null,SHD9969E,PL81,C,SHORT TERM,LPRS,13/12/2021 07:33:13,13/12/2021 07:38:38,0,5,"","",,"","",ENDED,,0,0,
0PL80-E-00003-20211213050156,null,GBK4222T,PL80,C,season_W,LPRS,13/12/2021 05:01:56,13/12/2021 07:41:27,0,160,"","",,"","",ENDED,,0,0,
0PL81-E-00001-20211213073859,null,SLW3374M,PL81,C,SHORT TERM,LPRS,13/12/2021 07:38:59,13/12/2021 07:43:32,0,5,"","",,"","",ENDED,,0,0,
0PL80-L-00239-20211213072508,0PL80-L-00239-20211213024747,SND1695B,PL80,C,season_W,LPRS,13/12/2021 07:25:08,13/12/2021 07:50:44,0,25,"","",,"","",ENDED,,0,0,
0PL81-L-00084-20211213011348,0PL81-E-00001-20211212214439,GBF9877Y,PL81,C,season_W,LPRS,13/12/2021 01:13:48,13/12/2021 07:52:57,0,399,"","",,"","",ENDED,,0,0,
0PL80-E-00001-20211213015759,null,SJQ7539J,PL80,C,season_W,LPRS,13/12/2021 01:57:59,13/12/2021 08:00:01,0,363,"","",,"","",ENDED,,0,0,
0PL80-E-00004-20211213020326,null,SLU9141P,PL80,C,season_W,LPRS,13/12/2021 02:03:26,13/12/2021 10:43:32,0,520,"","",,"","",ENDED,,0,0,
0PL81-L-00049-20211213011348,0PL81-E-00001-20211212220933,SH8716Z,PL81,C,season_W,LPRS,13/12/2021 01:13:48,13/12/2021 11:08:01,0,595,"","",,"","",ENDED,,0,0,
0PL81-E-00001-20211213062331,null,SNB9588K,PL81,C,season_W,PHDB,13/12/2021 06:23:31,14/12/2021 10:57:28,0,1714,"","",,"","",EXITED,,0,0,
0PL80-E-00002-20211213064005,null,SMV6293L,PL80,C,SHORT TERM,LPRS,13/12/2021 06:40:05,13/12/2021 06:41:46,0,1,"","",,"","",ENDED,,0,0,
0PL81-E-00001-20211213002228,null,SMR8831S,PL81,C,SHORT TERM,LPRS,13/12/2021 00:22:28,13/12/2021 00:23:55,0,1,"","",,"","",ENDED,,0,0,
0PL81-L-00032-20211213001521,0PL81-L-00032-20211213001334,SMG7914B,PL81,C,season_W,PHDB,13/12/2021 00:15:21,13/12/2021 00:23:51,0,8,"","",,"","",FORCE EXITED,,0,0,
0PL81-L-00030-20211213002917,0PL81-L-00030-20211213002845,GBJ4780D,PL81,C,SHORT TERM,LPRS,13/12/2021 00:29:17,13/12/2021 00:49:02,0,20,"","",,"","",ENDED,,0,0,
0PL80-E-00002-20211213010013,null,SHC5676G,PL80,C,SHORT TERM,LPRS,13/12/2021 01:00:13,13/12/2021 01:02:32,0,2,"","",,"","",ENDED,,0,0,
0PL81-L-00030-20211213012031,0PL81-L-00030-20211213012009,GBJ4780D,PL81,C,SHORT TERM,LPRS,13/12/2021 01:20:31,13/12/2021 01:20:58,0,0,"","",,"","",ENDED,,0,0,
0PL80-L-00702-20211213014236,0PL80-E-00001-20211213014107,SLT1471U,PL80,C,SHORT TERM,LPRS,13/12/2021 01:42:36,13/12/2021 01:47:14,0,5,"","",,"","",ENDED,,0,0,
0PL80-L-00476-20211213015547,null,SMR9917Y,PL80,C,season_W,LPRS,13/12/2021 01:55:47,13/12/2021 01:59:03,0,4,"","",,"","",ENDED,,0,0,
0PL80-E-00005-20211213033516,null,YP9868Z,PL80,C,SHORT TERM,LPRS,13/12/2021 03:35:16,13/12/2021 03:38:58,0,3,"","",,"","",ENDED,,0,0,
0PL80-E-00005-20211213035515,null,SHC1752X,PL80,C,SHORT TERM,LPRS,13/12/2021 03:55:15,13/12/2021 03:56:07,0,1,"","",,"","",ENDED,,0,0,
0PL80-L-00L12-20211213042425,null,YN2749R,PL80,C,SHORT TERM,LPRS,13/12/2021 04:24:25,13/12/2021 04:24:52,0,0,"","",,"","",ENDED,,0,0,
0PL81-E-00001-20211213065001,null,SMC1461B,PL81,C,SHORT TERM,LPRS,13/12/2021 06:50:01,13/12/2021 06:52:47,0,2,"","",,"","",ENDED,,0,0,
0PL81-L-00154-20211213013409,0PL81-L-00154-20211213012144,SJV2195Z,PL81,C,season_W,PHDB,13/12/2021 01:34:09,13/12/2021 01:37:31,0,3,"","",,"","",FC EXITED,,0,0,
0PL80-E-00001-20211213065105,null,SNA8695X,PL80,C,SHORT TERM,LPRS,13/12/2021 06:51:05,13/12/2021 06:52:54,0,1,"","",,"","",ENDED,,0,0,
0PL81-L-00032-20211213013352,0PL81-L-00032-20211213012130,SMG7914B,PL81,C,season_W,PHDB,13/12/2021 01:33:52,13/12/2021 03:08:36,0,95,"","",,"","",FORCE EXITED,,0,0,
0PL81-E-00001-20211213080119,null,SMY3930K,PL81,C,SHORT TERM,LPRS,13/12/2021 08:01:19,13/12/2021 08:01:54,0,0,"","",,"","",ENDED,,0,0,
0PL80-E-00001-20211213063936,null,YP2372H,PL80,C,SHORT TERM,LPRS,13/12/2021 06:39:36,13/12/2021 07:06:59,0.540000000000000036,27,"","",PAID,"","",ENDED,,0,0.540000000000000036,
0PL81-L-00030-20211213070000,0PL81-L-00030-20211213065911,GBJ4780D,PL81,C,SHORT TERM,LPRS,13/12/2021 07:00:00,13/12/2021 07:12:45,0,12,"","",,"","",ENDED,,0,0,
0PL81-L-00327-20211213010912,0PL81-L-00197-20211213004423,SMN6279X,PL81,C,season_W,LPRS,13/12/2021 01:09:12,13/12/2021 07:22:00,0,373,"","",,"","",ENDED,,0,0,
0PL80-E-00002-20211213002439,null,SGY6507B,PL80,C,season_W,LPRS,13/12/2021 00:24:39,13/12/2021 19:03:34,0,1119,"","",,"","",ENDED,,0,0,
0PL80-L-00772-20211213063332,null,GBJ7494K,PL80,C,season_W,PHDB,13/12/2021 06:33:32,13/12/2021 07:27:16,0,54,"","",,"","",EXITED,,0,0,
0PL80-L-00593-20211213064602,null,GBH529B,PL80,C,season_W,PHDB,13/12/2021 06:46:02,13/12/2021 07:25:18,0,39,"","",,"","",EXITED,,0,0,
0PL80-L-00476-20211213072701,null,SMR9917Y,PL80,C,season_W,LPRS,13/12/2021 07:27:01,13/12/2021 07:27:41,0,0,"","",,"","",ENDED,,0,0,
0PL80-E-00002-20211213075625,null,SHD999C,PL80,C,SHORT TERM,LPRS,13/12/2021 07:56:25,13/12/2021 07:58:52,0,2,"","",,"","",ENDED,,0,0,
0PL81-L-00052-20211213080048,0PL81-L-00052-20211213080008,SLV1812J,PL81,C,season_W,LPRS,13/12/2021 08:00:48,13/12/2021 08:02:06,0,2,"","",,"","",ENDED,,0,0,
0PL81-L-00038-20211213014731,null,SLF7607E,PL81,C,season_W,LPRS,13/12/2021 01:47:31,14/12/2021 04:00:38,0,1573,"","",,"","",ENDED,,0,0,
0PL81-E-00001-20211213080508,null,SMW8297H,PL81,C,SHORT TERM,LPRS,13/12/2021 08:05:08,13/12/2021 08:05:48,0,0,"","",,"","",ENDED,,0,0,
0PL81-E-00001-20211213082020,null,SMH1942D,PL81,C,SHORT TERM,LPRS,13/12/2021 08:20:20,13/12/2021 08:21:58,0,1,"","",,"","",ENDED,,0,0,
0PL80-E-00001-20211213000126,null,SKD1439K,PL80,C,SHORT TERM,PHDB,13/12/2021 00:01:26,13/12/2021 08:18:34,6.55999999999999961,497,"","",PAID,pi_3K62GYEp0h9td3Zk03DBWbK5,BILLeoKvoi,EXITED,,0,6.55999999999999961,
0PL80-E-00001-20211213030126,null,SNB5653G,PL80,C,SHORT TERM,LPRS,13/12/2021 03:01:26,13/12/2021 08:26:05,6.5,325,2021-12-13,"",UNPAID_M,"","",ENDED,,0,6.5,
0PL81-E-00001-20211213011259,null,SME1977U,PL81,C,season_W,LPRS,13/12/2021 01:12:59,13/12/2021 11:07:07,0,595,"","",,"","",ENDED,,0,0,
0PL81-L-00030-20211213071305,0PL81-L-00030-20211213070000,GBJ4780D,PL81,C,SHORT TERM,LPRS,13/12/2021 07:13:05,13/12/2021 10:23:40,3.79999999999999982,190,"","",PAID,"","",ENDED,,0,3.79999999999999982,
0PL80-E-00002-20211213000020,null,SMD8662L,PL80,C,season_W,PHDB,13/12/2021 00:00:20,13/12/2021 10:59:25,0,659,"","",,"","",EXITED,,0,0,
0PL80-E-00004-20211213063242,null,SNA1120J,PL80,C,season_W,LPRS,13/12/2021 06:32:42,13/12/2021 15:24:06,0,532,"","",,"","",ENDED,,0,0,
0PL80-E-00004-20211213001046,null,GBJ5411M,PL80,C,season_W,LPRS,13/12/2021 00:10:46,13/12/2021 16:22:24,0,972,"","",,"","",ENDED,,0,0,
0PL81-E-00001-20211213072255,null,SMX6609A,PL81,C,season_W,PHDB,13/12/2021 07:22:55,13/12/2021 07:24:01,0,2,"","",,"","",EXITED,,0,0,
0PL80-E-00002-20211213065623,null,SLW365J,PL80,C,SHORT TERM,PHDB,13/12/2021 06:56:23,13/12/2021 08:03:19,1.34000000000000008,67,"","",PAID,pi_3K6HHXEp0h9td3Zk1b9K0UqU,BILLfadWdO,EXITED,,0,1.34000000000000008,
0PL80-L-00476-20211213002505,null,SMR9917Y,PL80,C,season_W,LPRS,13/12/2021 00:25:05,13/12/2021 00:29:20,0,4,"","",,"","",ENDED,,0,0,
0PL81-L-00330-20211213003027,0PL81-L-00330-20211213003009,GBH6120G,PL81,C,season_W,LPRS,13/12/2021 00:30:27,13/12/2021 00:30:33,0,0,"","",,"","",ENDED,,0,0,
0PL81-E-00001-20211213003519,null,SHF1040B,PL81,C,SHORT TERM,LPRS,13/12/2021 00:35:19,13/12/2021 00:36:00,0,1,"","",,"","",ENDED,,0,0,
0PL80-E-00003-20211213070516,null,SHD5295S,PL80,C,SHORT TERM,PHDB,13/12/2021 07:05:16,13/12/2021 07:09:03,0,4,"","",,"","",FORCE EXITED,,0,0,
0PL81-L-00154-20211213053526,0PL81-L-00154-20211213053417,SJV2195Z,PL81,C,season_W,PHDB,13/12/2021 05:35:26,13/12/2021 05:36:00,0,1,"","",,"","",FC EXITED,,0,0,
0PL81-L-00032-20211213005450,0PL81-L-00032-20211213005223,SMG7914B,PL81,C,season_W,PHDB,13/12/2021 00:54:50,13/12/2021 00:59:13,0,5,"","",,"","",FORCE EXITED,,0,0,
0PL81-L-00032-20211213004957,null,SMG7914B,PL81,C,season_W,PHDB,13/12/2021 00:49:57,13/12/2021 00:50:55,0,1,"","",,"","",FORCE EXITED,,0,0,
0PL81-E-00001-20211213011639,null,SJN2429S,PL81,C,season_W,LPRS,13/12/2021 01:16:39,13/12/2021 01:16:39,0,0,"","",FC_WAIVED,"","",ENDED,,0,0,
0PL81-E-00001-20211213021640,null,SHA4568C,PL81,C,SHORT TERM,LPRS,13/12/2021 02:16:40,13/12/2021 02:18:15,0,2,"","",,"","",ENDED,,0,0,
0PL80-L-00L14-20211213013203,null,JSL2189,PL80,C,SHORT TERM,LPRS,13/12/2021 01:32:03,13/12/2021 02:04:44,0.640000000000000013,32,"","",UNPAID,"","",ENDED,,0,0.640000000000000013,
0PL81-E-00001-20211213024644,null,SNC1498J,PL81,C,SHORT TERM,PHDB,13/12/2021 02:46:44,13/12/2021 02:47:25,0,1,"","",,"","",EXITED,,0,0,
0PL81-L-00032-20211213060701,0PL81-L-00032-20211213030913,SMG7914B,PL81,C,season_W,PHDB,13/12/2021 06:07:01,13/12/2021 06:08:37,0,1,"","",,"","",FORCE EXITED,,0,0,
0PL80-E-00001-20211213005256,null,SMC3128B,PL80,C,SHORT TERM,PHDB,13/12/2021 00:52:56,13/12/2021 03:13:34,2.81999999999999984,141,"","",PAID,pi_3K6dkvEp0h9td3Zk1zDPNops,BILLEcEGhk,EXITED,,0,2.81999999999999984,
0PL80-L-00476-20211213033429,null,SMR9917Y,PL80,C,season_W,LPRS,13/12/2021 03:34:29,13/12/2021 03:35:58,0,1,"","",,"","",ENDED,,0,0,
0PL80-L-00476-20211213080926,0PL80-L-00476-20211213080754,SMR9917Y,PL80,C,season_W,LPRS,13/12/2021 08:09:26,13/12/2021 08:15:18,0,6,"","",,"","",ENDED,,0,0,
0PL81-L-00030-20211213064954,0PL81-L-00030-20211213064843,GBJ4780D,PL81,C,SHORT TERM,LPRS,13/12/2021 06:49:54,13/12/2021 06:49:54,0,0,"","",FC_WAIVED,"","",ENDED,,0,0,
0PL81-L-00047-20211213033708,0PL81-L-00047-20211213033628,SLQ4038J,PL81,C,season_W,LPRS,13/12/2021 03:37:08,13/12/2021 03:44:59,0,7,"","",FC_WAIVED,"","",ENDED,,0,0,
0PL80-L-00476-20211213035311,null,SMR9917Y,PL80,C,season_W,LPRS,13/12/2021 03:53:11,13/12/2021 03:54:05,0,1,"","",,"","",ENDED,,0,0,
0PL80-E-00001-20211213072911,null,SHC421H,PL80,C,SHORT TERM,LPRS,13/12/2021 07:29:11,13/12/2021 07:30:27,0,1,"","",,"","",ENDED,,0,0,
0PL80-E-00003-20211213053954,null,SKN3271K,PL80,C,SHORT TERM,LPRS,13/12/2021 05:39:54,13/12/2021 05:46:09,0,7,"","",,"","",ENDED,,0,0,
0PL80-E-00005-20211213065539,null,SMQ7931Z,PL80,C,SHORT TERM,LPRS,13/12/2021 06:55:39,13/12/2021 06:56:44,0,1,"","",,"","",ENDED,,0,0,
0PL80-L-00198-20211213071338,null,SLP8850J,PL80,C,season_W,PHDB,13/12/2021 07:13:38,13/12/2021 07:13:48,0,0,"","",,"","",FORCE EXITED,,0,0,
0PL80-E-00002-20211213071151,null,SLR9809M,PL80,C,SHORT TERM,LPRS,13/12/2021 07:11:51,13/12/2021 07:20:24,0,9,"","",,"","",ENDED,,0,0,
0PL81-E-00001-20211213075151,null,SML9147J,PL81,C,SHORT TERM,LPRS,13/12/2021 07:51:51,13/12/2021 08:06:16,0,15,"","",,"","",ENDED,,0,0,
0PL80-L-00240-20211213024747,0PL80-L-00240-20211213012852,SKL5561X,PL80,C,season_W,PHDB,13/12/2021 02:47:47,13/12/2021 07:25:05,0,278,"","",,"","",FORCE EXITED,,0,0,
0PL80-E-00004-20211213074428,null,SMA2113K,PL80,C,SHORT TERM,PHDB,13/12/2021 07:44:28,13/12/2021 07:45:57,0,1,"","",,"","",EXITED,,0,0,
0PL81-L-00154-20211213062620,0PL81-L-00154-20211213062552,SJV2195Z,PL81,C,season_W,PHDB,13/12/2021 06:26:20,13/12/2021 06:46:57,0,20,"","",,"","",EXITED,,0,0,
0PL81-L-000L8-20211213072718,0PL81-E-00001-20211213072636,GBF4070R,PL81,C,season_W,LPRS,13/12/2021 07:27:18,13/12/2021 07:27:18,0,0,"","",FC_WAIVED,"","",ENDED,,0,0,
0PL80-E-00003-20211213080139,null,GBF4939K,PL80,C,SHORT TERM,LPRS,13/12/2021 08:01:39,13/12/2021 08:20:39,0,19,"","",,"","",ENDED,,0,0,
0PL80-E-00001-20211213071355,null,PC3927B,PL80,C,season_W,LPRS,13/12/2021 07:13:55,13/12/2021 11:54:01,0,281,"","",,"","",ENDED,,0,0,
0PL81-E-00001-20211213070149,null,SLU8915E,PL81,C,SHORT TERM,LPRS,13/12/2021 07:01:49,13/12/2021 09:21:30,2.79999999999999982,140,"","",PAID,"","",ENDED,,0,2.79999999999999982,
0PL80-E-00002-20211213062915,null,SLA399C,PL80,C,SHORT TERM,LPRS,13/12/2021 06:29:15,13/12/2021 10:40:48,5.01999999999999957,251,"","",PAID,"","",ENDED,,0,5.01999999999999957,
0PL80-E-00003-20211213075258,null,SHA3553B,PL80,C,SHORT TERM,LPRS,13/12/2021 07:52:58,13/12/2021 07:52:58,0,0,"","",FC_WAIVED,"","",ENDED,,0,0,
0PL80-E-00001-20211213080934,null,SJL6397J,PL80,C,season_W,PHDB,13/12/2021 08:09:34,13/12/2021 12:29:29,0,260,"","",,"","",EXITED,,0,0,
0PL81-L-00039-20211213004138,0PL81-L-00039-20211210125100,SLT2078R,PL81,C,season_W,PHDB,13/12/2021 00:41:38,13/12/2021 13:54:16,0,793,"","",,"","",FORCE EXITED,,0,0,
0PL81-E-00001-20211213011904,null,GBH1700R,PL81,C,season_W,PHDB,13/12/2021 01:19:04,13/12/2021 17:56:59,0,997,"","",,"","",EXITED,,0,0,
0PL81-L-00030-20211213011034,0PL81-L-00030-20211213010934,GBJ4780D,PL81,C,SHORT TERM,LPRS,13/12/2021 01:10:34,13/12/2021 01:11:26,0,1,"","",,"","",ENDED,,0,0,
0PL81-L-00030-20211213012130,0PL81-L-00030-20211213012031,GBJ4780D,PL81,C,SHORT TERM,LPRS,13/12/2021 01:21:30,13/12/2021 01:33:40,0,12,"","",,"","",ENDED,,0,0,
0PL80-E-00002-20211213015541,null,SLM7589L,PL80,C,season_W,LPRS,13/12/2021 01:55:41,13/12/2021 01:57:13,0,2,"","",,"","",ENDED,,0,0,
0PL80-E-00002-20211213015937,null,SHC7073H,PL80,C,SHORT TERM,LPRS,13/12/2021 01:59:37,13/12/2021 02:04:59,0,5,"","",,"","",ENDED,,0,0,
0PL81-E-00001-20211213020306,null,SLM4898P,PL81,C,SHORT TERM,LPRS,13/12/2021 02:03:06,13/12/2021 02:05:36,0,2,"","",,"","",ENDED,,0,0,
0PL81-L-00152-20211213012144,0PL81-E-00001-20211213010154,SMX7096Y,PL81,C,season_W,LPRS,13/12/2021 01:21:44,13/12/2021 02:17:36,0,56,"","",,"","",ENDED,,0,0,
0PL81-L-00152-20211213023448,null,SMX7096Y,PL81,C,season_W,LPRS,13/12/2021 02:34:48,13/12/2021 02:36:25,0,2,"","",,"","",ENDED,,0,0,
0PL80-E-00001-20211213031457,null,SLK8616X,PL80,C,SHORT TERM,LPRS,13/12/2021 03:14:57,13/12/2021 03:17:09,0,3,"","",,"","",ENDED,,0,0,
0PL81-L-00047-20211213033628,0PL81-L-00047-20211213013558,SLQ4038J,PL81,C,season_W,LPRS,13/12/2021 03:36:28,13/12/2021 03:36:48,0,0,"","",,"","",ENDED,,0,0,
0PL80-E-00003-20211213051216,null,GBH8652A,PL80,C,SHORT TERM,LPRS,13/12/2021 05:12:16,13/12/2021 05:14:36,0,2,"","",,"","",ENDED,,0,0,
0PL81-E-00001-20211213061618,null,SLU9486U,PL81,C,SHORT TERM,LPRS,13/12/2021 06:16:18,13/12/2021 06:17:09,0,1,"","",,"","",ENDED,,0,0,
0PL80-E-00003-20211213062825,null,SGT303M,PL80,C,SHORT TERM,LPRS,13/12/2021 06:28:25,13/12/2021 06:29:44,0,1,"","",,"","",ENDED,,0,0,
0PL81-E-00001-20211213062810,null,SLD8917P,PL81,C,SHORT TERM,LPRS,13/12/2021 06:28:10,13/12/2021 06:29:57,0,1,"","",,"","",ENDED,,0,0,
0PL81-E-00001-20211213062425,null,JPP8317,PL81,C,SHORT TERM,LPRS,13/12/2021 06:24:25,13/12/2021 06:44:19,0,20,"","",,"","",ENDED,,0,0,
0PL80-E-00005-20211213070439,null,SMY3557E,PL80,C,SHORT TERM,LPRS,13/12/2021 07:04:39,13/12/2021 07:10:25,0,6,"","",,"","",ENDED,,0,0,
0PL80-E-00005-20211213071509,null,YQ685M,PL80,C,SHORT TERM,LPRS,13/12/2021 07:15:09,13/12/2021 07:21:07,0,6,"","",,"","",ENDED,,0,0,
0PL81-L-00290-20211213072210,null,SLG1T,PL81,C,SHORT TERM,LPRS,13/12/2021 07:22:10,13/12/2021 07:23:36,0,1,"","",,"","",ENDED,,0,0,
